description,category
Practo Payment,Healthcare
Tata Power Online,Bills
ATM Withdrawal Transaction,Miscellaneous
Bescom Bill,Bills
IRCTC IMPS,Travel
Health Insurance Online,Healthcare
Local Cafe IMPS,Food
Indigo Airlines NEFT,Travel
Charity Online,Miscellaneous
Sports Ticket NEFT,Entertainment
Steam Recharge,Entertainment
Tata Power Recharge,Bills
Local Kirana Online,Groceries
Ajio Bill,Shopping
ATM Withdrawal,Miscellaneous
Practo Recharge,Healthcare
Appliance Store NEFT,Shopping
Mahanagar Gas App,Bills
RedBus Bill,Travel
Pharma Online,Healthcare
McDonalds,Food
Zepto Online,Groceries
Electricity Bill Transaction,Bills
Water Bill Auto-pay,Bills
Airport Taxi Online,Travel
Rent Payment,Bills
India Post Auto-pay,Miscellaneous
Music Subscription Bill,Entertainment
Music Subscription Recharge,Entertainment
Health Insurance via UPI,Healthcare
PVR Cinemas,Entertainment
Croma NEFT,Shopping
Swiggy Bill,Food
Donation Auto-pay,Miscellaneous
Mall Purchase Purchase,Shopping
Bescom IMPS,Bills
Clinic Visit Payment,Healthcare
Temple Donation via UPI,Miscellaneous
McDonalds,Food
Vi Mobile Bill NEFT,Bills
Clothing Store Purchase,Shopping
Steam via UPI,Entertainment
Amazon Recharge,Shopping
Hospital Bill NEFT,Healthcare
RedBus Purchase,Travel
Netmeds Purchase,Healthcare
RedBus NEFT,Travel
Rent Payment IMPS,Bills
Rent Payment,Bills
Netflix Bill,Entertainment
India Post Auto-pay,Miscellaneous
Croma Payment,Shopping
ATM Withdrawal via UPI,Miscellaneous
Netmeds IMPS,Healthcare
Hotstar via UPI,Entertainment
Rent Payment IMPS,Bills
Hotstar App,Entertainment
Dental Treatment,Healthcare
Flipkart Online,Shopping
Appliance Store Auto-pay,Shopping
Donation Online,Miscellaneous
Ajio Online,Shopping
IRCTC Transaction,Travel
Electricity Bill Bill,Bills
Charity App,Miscellaneous
Inox Purchase,Entertainment
Netmeds via UPI,Healthcare
Indigo Airlines Purchase,Travel
Airport Taxi via UPI,Travel
Blinkit Recharge,Groceries
Hotstar Purchase,Entertainment
Pharma Purchase,Healthcare
Cafe Coffee Day Auto-pay,Food
Myntra,Shopping
Retail Store Payment,Shopping
Music Subscription Bill,Entertainment
BlueDart Recharge,Miscellaneous
Water Bill NEFT,Bills
Blinkit IMPS,Groceries
Reliance Digital Online,Shopping
Broadband Bill Online,Bills
Rapido Purchase,Travel
KFC via UPI,Food
Donation Purchase,Miscellaneous
Spotify IMPS,Entertainment
Clinic Visit IMPS,Healthcare
Courier Service Auto-pay,Miscellaneous
Cab Ride NEFT,Travel
Amazon Payment,Shopping
Local Kirana Recharge,Groceries
Doctor Consultation,Healthcare
Coffee Shop NEFT,Food
Local Kirana Purchase,Groceries
Cafe Coffee Day Auto-pay,Food
Household Items Transaction,Groceries
Clothing Store Bill,Shopping
Water Bill IMPS,Bills
Mall Purchase,Shopping
Inox IMPS,Entertainment
Supermarket Grocery App,Groceries
Ola IMPS,Travel
Steam Payment,Entertainment
Amazon Prime IMPS,Entertainment
Starbucks Purchase,Food
Pharma Purchase,Healthcare
Health Insurance Auto-pay,Healthcare
Medical Lab Test Purchase,Healthcare
Sports Ticket Transaction,Entertainment
McDonalds Bill,Food
PVR Cinemas Payment,Entertainment
Charity IMPS,Miscellaneous
Water Bill App,Bills
BigBasket Payment,Groceries
Maintenance Charges NEFT,Bills
Parking Fee Online,Miscellaneous
Health Insurance Bill,Healthcare
Lifestyle Payment,Shopping
McDonalds Online,Food
Gaming Top-up NEFT,Entertainment
Street Food Bill,Food
Bescom Online,Bills
Hotstar Online,Entertainment
Reliance Smart Payment,Groceries
Train Ticket,Travel
Jio Recharge Recharge,Bills
Clothing Store NEFT,Shopping
Netmeds IMPS,Healthcare
Gaming Top-up Payment,Entertainment
Gaming Top-up Purchase,Entertainment
Temple Donation Purchase,Miscellaneous
Nature's Basket IMPS,Groceries
Reliance Digital Payment,Shopping
BookMyShow Purchase,Entertainment
MakeMyTrip Purchase,Travel
BlueDart IMPS,Miscellaneous
Train Ticket via UPI,Travel
Flipkart Purchase,Shopping
OTT Subscription Online,Entertainment
Local Kirana Bill,Groceries
Daily Essentials via UPI,Groceries
Train Ticket Purchase,Travel
Steam,Entertainment
Milk Purchase Recharge,Groceries
Cult.fit Purchase,Miscellaneous
Amazon Prime,Entertainment
Cult.fit via UPI,Miscellaneous
Myntra,Shopping
Reliance Digital Bill,Shopping
Charity Auto-pay,Miscellaneous
KFC Recharge,Food
Amazon Prime Payment,Entertainment
Metro Recharge Auto-pay,Travel
Parking Fee Transaction,Miscellaneous
Lifestyle,Shopping
Amazon App,Shopping
Parking Fee IMPS,Miscellaneous
Clinic Visit,Healthcare
DTH Recharge App,Bills
Instamart Purchase,Groceries
Music Subscription,Entertainment
Apollo Pharmacy via UPI,Healthcare
Nykaa via UPI,Shopping
Steam Transaction,Entertainment
Hospital Bill Recharge,Healthcare
Milk Purchase App,Groceries
McDonalds App,Food
Apollo Pharmacy Purchase,Healthcare
Reliance Digital Recharge,Shopping
Restaurant via UPI,Food
Reliance Smart Payment,Groceries
Practo NEFT,Healthcare
BigBasket via UPI,Groceries
Flipkart Bill,Shopping
Milk Purchase NEFT,Groceries
Milk Purchase,Groceries
Supermarket Grocery via UPI,Groceries
Bescom App,Bills
BlueDart Bill,Miscellaneous
Air India Purchase,Travel
Blinkit,Groceries
Parking Fee Purchase,Miscellaneous
Blinkit Recharge,Groceries
Shoppers Stop NEFT,Shopping
Steam Recharge,Entertainment
Local Cafe Transaction,Food
Indigo Airlines Purchase,Travel
Myntra Purchase,Shopping
Hospital Bill via UPI,Healthcare
Apollo Pharmacy Payment,Healthcare
DMart Bill,Groceries
Health Insurance Payment,Healthcare
Myntra App,Shopping
Electronics Store Online,Shopping
Water Bill via UPI,Bills
Reliance Smart NEFT,Groceries
Amazon Prime NEFT,Entertainment
Appliance Store Online,Shopping
Myntra Online,Shopping
Street Food Auto-pay,Food
Gaming Top-up Recharge,Entertainment
BlueDart Transaction,Miscellaneous
Lifestyle NEFT,Shopping
Bank Charges Recharge,Miscellaneous
Jio Recharge Payment,Bills
McDonalds NEFT,Food
Zomato App,Food
Dining,Food
MakeMyTrip,Travel
Bescom App,Bills
Medical Lab Test Payment,Healthcare
OTT Subscription IMPS,Entertainment
Swiggy NEFT,Food
Domino's App,Food
Apollo Pharmacy via UPI,Healthcare
Cult.fit,Miscellaneous
Maintenance Charges Transaction,Bills
Bakery IMPS,Food
Zepto Payment,Groceries
Mahanagar Gas IMPS,Bills
1mg IMPS,Healthcare
Haldirams Online,Food
Medical Lab Test Purchase,Healthcare
Bakery IMPS,Food
Clinic Visit Transaction,Healthcare
Air India Recharge,Travel
Cult.fit Purchase,Miscellaneous
BookMyShow Online,Entertainment
1mg,Healthcare
Spotify Bill,Entertainment
Netflix Auto-pay,Entertainment
BigBasket Auto-pay,Groceries
Donation Transaction,Miscellaneous
Netflix,Entertainment
Household Items Online,Groceries
Restaurant IMPS,Food
Nykaa Payment,Shopping
Ajio Bill,Shopping
Local Cafe Recharge,Food
Practo IMPS,Healthcare
Cab Ride,Travel
PVR Cinemas,Entertainment
Rapido Transaction,Travel
Appliance Store via UPI,Shopping
Vi Mobile Bill Payment,Bills
Cult.fit IMPS,Miscellaneous
Lifestyle NEFT,Shopping
BigBasket IMPS,Groceries
BookMyShow Auto-pay,Entertainment
Bus Ticket NEFT,Travel
Airport Taxi Payment,Travel
Bescom Online,Bills
Netmeds Bill,Healthcare
ATM Withdrawal Online,Miscellaneous
Local Cafe Purchase,Food
RedBus IMPS,Travel
Bakery Online,Food
India Post,Miscellaneous
Pharma App,Healthcare
Milk Purchase IMPS,Groceries
Cab Ride NEFT,Travel
Metro Recharge Recharge,Travel
Local Kirana Payment,Groceries
Starbucks NEFT,Food
Amazon Payment,Shopping
Tata Power,Bills
Bus Ticket NEFT,Travel
Ajio Recharge,Shopping
India Post,Miscellaneous
RedBus Auto-pay,Travel
Cab Ride,Travel
Mall Purchase Payment,Shopping
Electricity Bill,Bills
Cab Ride App,Travel
Electronics Store IMPS,Shopping
Temple Donation,Miscellaneous
Amazon Prime Recharge,Entertainment
Apollo Pharmacy Payment,Healthcare
Spotify IMPS,Entertainment
Mall Purchase Online,Shopping
Zomato via UPI,Food
Donation Transaction,Miscellaneous
OTT Subscription Purchase,Entertainment
Haldirams Purchase,Food
Local Cafe Purchase,Food
Milk Purchase Payment,Groceries
Event Ticket Online,Entertainment
Rent Payment Auto-pay,Bills
Amazon IMPS,Shopping
Cab Ride IMPS,Travel
Vi Mobile Bill Auto-pay,Bills
Cafe Coffee Day via UPI,Food
Temple Donation Recharge,Miscellaneous
Blinkit App,Groceries
Donation Recharge,Miscellaneous
Music Subscription,Entertainment
Air India Online,Travel
Jio Recharge via UPI,Bills
Amazon Prime,Entertainment
Spotify,Entertainment
Water Bill Payment,Bills
1mg IMPS,Healthcare
Domino's App,Food
Doctor Consultation Payment,Healthcare
Event Ticket Recharge,Entertainment
Broadband Bill Bill,Bills
Event Ticket IMPS,Entertainment
Event Ticket Bill,Entertainment
Appliance Store Online,Shopping
Mahanagar Gas App,Bills
Indigo Airlines Purchase,Travel
Bus Ticket Purchase,Travel
Instamart Payment,Groceries
Clinic Visit Transaction,Healthcare
Dental Treatment Auto-pay,Healthcare
BlueDart IMPS,Miscellaneous
DTH Recharge Recharge,Bills
Rapido App,Travel
General Store Recharge,Groceries
Airtel Postpaid Bill,Bills
Metro Recharge IMPS,Travel
Lifestyle Purchase,Shopping
Practo Purchase,Healthcare
RedBus Recharge,Travel
KFC via UPI,Food
Doctor Consultation App,Healthcare
Donation Transaction,Miscellaneous
Donation App,Miscellaneous
Airport Taxi Auto-pay,Travel
Music Subscription,Entertainment
Practo via UPI,Healthcare
Health Insurance Purchase,Healthcare
Reliance Digital Transaction,Shopping
Mahanagar Gas,Bills
Maintenance Charges Auto-pay,Bills
Gaming Top-up via UPI,Entertainment
Local Kirana Payment,Groceries
Broadband Bill Purchase,Bills
Courier Service NEFT,Miscellaneous
Temple Donation IMPS,Miscellaneous
Street Food IMPS,Food
Spotify Online,Entertainment
Gym Membership Payment,Miscellaneous
BookMyShow,Entertainment
India Post via UPI,Miscellaneous
BookMyShow Purchase,Entertainment
Parking Fee Auto-pay,Miscellaneous
Shoppers Stop Payment,Shopping
Air India Purchase,Travel
Zomato Transaction,Food
Mall Purchase IMPS,Shopping
DMart Online,Groceries
Starbucks,Food
Starbucks NEFT,Food
Hotstar,Entertainment
Bakery Payment,Food
Domino's Auto-pay,Food
KFC App,Food
Flight Ticket NEFT,Travel
Instamart Recharge,Groceries
Bakery Purchase,Food
Bescom Transaction,Bills
1mg NEFT,Healthcare
Croma IMPS,Shopping
Lifestyle IMPS,Shopping
Steam,Entertainment
Netflix Online,Entertainment
Jio Recharge NEFT,Bills
Blinkit IMPS,Groceries
DTH Recharge,Bills
Shoppers Stop Recharge,Shopping
Charity App,Miscellaneous
IRCTC via UPI,Travel
Donation App,Miscellaneous
BookMyShow Auto-pay,Entertainment
Amazon Prime IMPS,Entertainment
Broadband Bill Transaction,Bills
Rapido App,Travel
Milk Purchase Recharge,Groceries
Bank Charges App,Miscellaneous
Mahanagar Gas NEFT,Bills
Water Bill via UPI,Bills
Household Items Bill,Groceries
DTH Recharge Payment,Bills
Airtel Postpaid App,Bills
DMart Transaction,Groceries
Swiggy NEFT,Food
India Post NEFT,Miscellaneous
Bank Charges Bill,Miscellaneous
KFC,Food
DMart,Groceries
RedBus Payment,Travel
Bus Ticket App,Travel
BlueDart NEFT,Miscellaneous
Pharma Transaction,Healthcare
Reliance Digital Payment,Shopping
Domino's Recharge,Food
Amazon Recharge,Shopping
Instamart App,Groceries
Croma Online,Shopping
Indigo Airlines Transaction,Travel
Supermarket Grocery Auto-pay,Groceries
RedBus App,Travel
Swiggy Transaction,Food
Swiggy App,Food
Doctor Consultation Payment,Healthcare
Amazon Payment,Shopping
Hotstar,Entertainment
Bank Charges,Miscellaneous
Lifestyle Auto-pay,Shopping
Tata Power Online,Bills
Doctor Consultation Auto-pay,Healthcare
Gym Membership App,Miscellaneous
Doctor Consultation Payment,Healthcare
OTT Subscription NEFT,Entertainment
Domino's Online,Food
1mg Bill,Healthcare
Reliance Smart NEFT,Groceries
Airtel Postpaid Online,Bills
Electricity Bill Payment,Bills
Flight Ticket Online,Travel
Local Kirana Transaction,Groceries
Event Ticket NEFT,Entertainment
Train Ticket App,Travel
Shoppers Stop Online,Shopping
Hospital Bill Auto-pay,Healthcare
Electricity Bill Bill,Bills
Daily Essentials,Groceries
Milk Purchase,Groceries
Hotstar IMPS,Entertainment
Blinkit Purchase,Groceries
Courier Service Online,Miscellaneous
DMart NEFT,Groceries
Tata Power App,Bills
1mg Recharge,Healthcare
Electronics Store via UPI,Shopping
Appliance Store IMPS,Shopping
Myntra Transaction,Shopping
Doctor Consultation Transaction,Healthcare
Starbucks NEFT,Food
KFC App,Food
Clothing Store IMPS,Shopping
India Post Purchase,Miscellaneous
Zepto Purchase,Groceries
Hospital Bill via UPI,Healthcare
Supermarket Grocery NEFT,Groceries
Flight Ticket Bill,Travel
Practo IMPS,Healthcare
BookMyShow NEFT,Entertainment
Broadband Bill App,Bills
Hotstar IMPS,Entertainment
Milk Purchase Transaction,Groceries
Lifestyle Auto-pay,Shopping
Supermarket Grocery via UPI,Groceries
Supermarket Grocery Bill,Groceries
Amazon Auto-pay,Shopping
Coffee Shop IMPS,Food
OTT Subscription App,Entertainment
Sports Ticket Transaction,Entertainment
Train Ticket Transaction,Travel
Electricity Bill Auto-pay,Bills
IRCTC Bill,Travel
Lifestyle Recharge,Shopping
IRCTC Auto-pay,Travel
BookMyShow NEFT,Entertainment
PVR Cinemas Online,Entertainment
Rent Payment Purchase,Bills
Sports Ticket,Entertainment
Local Kirana via UPI,Groceries
Netmeds Purchase,Healthcare
Street Food Auto-pay,Food
Bus Ticket Auto-pay,Travel
Sports Ticket Bill,Entertainment
Bikanervala Online,Food
Cult.fit Auto-pay,Miscellaneous
Cult.fit Bill,Miscellaneous
Medical Lab Test Bill,Healthcare
OTT Subscription App,Entertainment
Amazon Payment,Shopping
Netmeds Recharge,Healthcare
Parking Fee Transaction,Miscellaneous
Starbucks Purchase,Food
Dental Treatment Payment,Healthcare
Bikanervala App,Food
Parking Fee Online,Miscellaneous
Mall Purchase Purchase,Shopping
Haldirams Online,Food
Nature's Basket App,Groceries
Local Kirana Auto-pay,Groceries
Temple Donation Payment,Miscellaneous
DMart Bill,Groceries
Indigo Airlines Recharge,Travel
Bus Ticket NEFT,Travel
MakeMyTrip Purchase,Travel
Reliance Digital Bill,Shopping
Ola IMPS,Travel
General Store Online,Groceries
Hospital Bill Bill,Healthcare
Daily Essentials Online,Groceries
Cafe Coffee Day Recharge,Food
Metro Recharge Bill,Travel
Flipkart Recharge,Shopping
Amazon Transaction,Shopping
Air India Transaction,Travel
Water Bill Bill,Bills
Shoppers Stop Online,Shopping
Airport Taxi Auto-pay,Travel
Airport Taxi,Travel
OTT Subscription via UPI,Entertainment
Broadband Bill IMPS,Bills
Bikanervala Purchase,Food
Bescom IMPS,Bills
Shoppers Stop App,Shopping
Reliance Smart Bill,Groceries
Electronics Store Purchase,Shopping
Health Insurance Purchase,Healthcare
India Post Purchase,Miscellaneous
Street Food App,Food
Music Subscription Payment,Entertainment
Jio Recharge,Bills
Health Insurance Online,Healthcare
Health Insurance Purchase,Healthcare
Medical Lab Test NEFT,Healthcare
OTT Subscription Auto-pay,Entertainment
Netflix NEFT,Entertainment
Nature's Basket Transaction,Groceries
Electronics Store Online,Shopping
Music Subscription Purchase,Entertainment
Coffee Shop Auto-pay,Food
Instamart,Groceries
Vi Mobile Bill,Bills
Rent Payment NEFT,Bills
Netmeds Recharge,Healthcare
Maintenance Charges Payment,Bills
Courier Service Recharge,Miscellaneous
Ajio Online,Shopping
Hospital Bill Purchase,Healthcare
Event Ticket,Entertainment
India Post Purchase,Miscellaneous
OTT Subscription Bill,Entertainment
India Post Purchase,Miscellaneous
Donation App,Miscellaneous
Hospital Bill Online,Healthcare
Swiggy Online,Food
BlueDart NEFT,Miscellaneous
General Store Transaction,Groceries
Temple Donation Payment,Miscellaneous
Zomato Auto-pay,Food
Event Ticket App,Entertainment
Electronics Store Online,Shopping
Inox Payment,Entertainment
Charity Online,Miscellaneous
Shoppers Stop Online,Shopping
Broadband Bill Payment,Bills
Maintenance Charges Recharge,Bills
Reliance Digital via UPI,Shopping
RedBus App,Travel
Blinkit via UPI,Groceries
Cult.fit Recharge,Miscellaneous
BigBasket Online,Groceries
Clothing Store NEFT,Shopping
Metro Recharge Auto-pay,Travel
Ajio Auto-pay,Shopping
McDonalds Online,Food
Apollo Pharmacy IMPS,Healthcare
Metro Recharge IMPS,Travel
ATM Withdrawal NEFT,Miscellaneous
Cab Ride Recharge,Travel
Zepto Auto-pay,Groceries
Parking Fee via UPI,Miscellaneous
McDonalds Recharge,Food
Electricity Bill,Bills
Shoppers Stop Purchase,Shopping
Ajio,Shopping
Donation App,Miscellaneous
BookMyShow IMPS,Entertainment
OTT Subscription Payment,Entertainment
Dining Purchase,Food
Amazon Prime Purchase,Entertainment
Train Ticket App,Travel
Retail Store via UPI,Shopping
Supermarket Grocery Recharge,Groceries
Water Bill Payment,Bills
Appliance Store NEFT,Shopping
Apollo Pharmacy Recharge,Healthcare
Gaming Top-up Online,Entertainment
Haldirams App,Food
Swiggy App,Food
Ola App,Travel
BlueDart Recharge,Miscellaneous
Starbucks Recharge,Food
MakeMyTrip App,Travel
Water Bill Online,Bills
Local Kirana via UPI,Groceries
Bikanervala Transaction,Food
Broadband Bill IMPS,Bills
Hotstar NEFT,Entertainment
BlueDart Recharge,Miscellaneous
Domino's,Food
PVR Cinemas via UPI,Entertainment
Household Items Recharge,Groceries
Myntra Recharge,Shopping
DMart Online,Groceries
Supermarket Grocery Payment,Groceries
Gaming Top-up NEFT,Entertainment
Nykaa Auto-pay,Shopping
Steam Bill,Entertainment
Courier Service IMPS,Miscellaneous
Mall Purchase,Shopping
Flight Ticket Bill,Travel
DTH Recharge Purchase,Bills
Gaming Top-up App,Entertainment
Practo IMPS,Healthcare
Spotify IMPS,Entertainment
Water Bill via UPI,Bills
Blinkit Bill,Groceries
Reliance Smart Transaction,Groceries
Gym Membership Recharge,Miscellaneous
Parking Fee App,Miscellaneous
Uber Payment,Travel
Event Ticket via UPI,Entertainment
Flipkart,Shopping
Reliance Smart Payment,Groceries
Uber Auto-pay,Travel
Bikanervala IMPS,Food
BlueDart IMPS,Miscellaneous
Spotify IMPS,Entertainment
1mg Bill,Healthcare
Nykaa,Shopping
Uber IMPS,Travel
Zepto,Groceries
Instamart Purchase,Groceries
Starbucks Payment,Food
ATM Withdrawal,Miscellaneous
Hospital Bill Purchase,Healthcare
General Store App,Groceries
Bank Charges NEFT,Miscellaneous
Health Insurance Auto-pay,Healthcare
Rent Payment Online,Bills
Blinkit,Groceries
Doctor Consultation Purchase,Healthcare
BigBasket Purchase,Groceries
Air India Bill,Travel
Hotstar via UPI,Entertainment
Event Ticket IMPS,Entertainment
Courier Service App,Miscellaneous
Parking Fee Purchase,Miscellaneous
DMart Bill,Groceries
Ola Online,Travel
Daily Essentials Purchase,Groceries
Coffee Shop Online,Food
Event Ticket Recharge,Entertainment
Netflix Purchase,Entertainment
Water Bill via UPI,Bills
Coffee Shop App,Food
BookMyShow NEFT,Entertainment
General Store Bill,Groceries
Steam Payment,Entertainment
Indigo Airlines Payment,Travel
Steam Auto-pay,Entertainment
Dental Treatment IMPS,Healthcare
Amazon Prime NEFT,Entertainment
Metro Recharge,Travel
PVR Cinemas Recharge,Entertainment
Electricity Bill NEFT,Bills
Swiggy IMPS,Food
Metro Recharge Transaction,Travel
BigBasket App,Groceries
Bank Charges Bill,Miscellaneous
Milk Purchase,Groceries
Reliance Smart Purchase,Groceries
MakeMyTrip,Travel
Bikanervala via UPI,Food
Dining Online,Food
Maintenance Charges via UPI,Bills
Starbucks App,Food
Steam Transaction,Entertainment
Broadband Bill Auto-pay,Bills
Jio Recharge IMPS,Bills
Local Cafe Transaction,Food
Broadband Bill Purchase,Bills
DMart IMPS,Groceries
RedBus Bill,Travel
Bank Charges via UPI,Miscellaneous
